קוד זיהוי,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
1856,1855,419,"קטמית, חורבת",,156400,66000,נגב,"בקעת ב""ש ערד",י' בית אריה,י' בית אריה,ברזל 2,,ברזל 2,"מאה 7 עד ראשית המאה ה-6 לפנה""ס",ארכיטקטורה+ מבני ציבור,ח'ירבה,פולחני,,100%,,"כרך 4, עמ' 1365-1368"
1857,1856,420,קיסריה,,140000,211500,מ. החוף,שרון,"ר""ג בול",א' רבן,פרסית,,פרסית,,קרמיקה בלבד,ח'ירבה,,,,,"כרך 4, עמ' 1369-1391"
1858,1857,420,קיסריה,,140000,211500,מ. החוף,שרון,"ר""ג בול",א' רבן,הלניסטית,,הלניסטית קדומה,"מאות 3-2 לפנה""ס",ארכיטקטורה+ מבני ציבור,ח'ירבה,עירוני,,,,"כרך 4, עמ' 1369-1391"
1859,1858,420,קיסריה,,140000,211500,מ. החוף,שרון,"ר""ג בול",א' רבן,רומית קדומה,,רומית קדומה,"מאות 1-2 לסה""נ",ארכיטקטורה+ מבני ציבור,ח'ירבה,עירוני,,,,"כרך 4, עמ' 1369-1391"
1860,1859,420,קיסריה,,140000,211500,מ. החוף,שרון,"ר""ג בול",א' רבן,רומית מאוחרת,,רומית מאוחרת,"מאות 2-4 לסה""נ",ארכיטקטורה+ מבני ציבור,ח'ירבה,עירוני,,,,"כרך 4, עמ' 1369-1391"
1861,1860,420,קיסריה,,140000,211500,מ. החוף,שרון,"ר""ג בול",א' רבן,ביזנטית,,ביזנטית,,ארכיטקטורה+ מבני ציבור,ח'ירבה,עירוני,,,,"כרך 4, עמ' 1369-1391"
1862,1861,420,קיסריה,,140000,211500,מ. החוף,שרון,"ר""ג בול",א' רבן,ימי הביניים,,ערבית קדומה,"מאות 8-10 לסה""נ",ארכיטקטורה+ מבני ציבור,ח'ירבה,עירוני,,,,"כרך 4, עמ' 1369-1391"
1863,1862,420,קיסריה,,140000,211500,מ. החוף,שרון,"ר""ג בול",א' רבן,ימי הביניים,,צלבנית,"מאות 11-13 לסה""נ",ארכיטקטורה+ מבני ציבור,ח'ירבה,עירוני,כ-120 ד',,,"כרך 4, עמ' 1369-1391"
1864,1863,421,קיפרוס,,190400,139200,יהודה,מדבר יהודה,א' נצר,א' נצר,הלניסטית,,הלניסטית מאוחרת,"עד שנת 63 לפנה""ס",ארכיטקטורה+ מבני ציבור,תל,מצודה,,30X35,,"כרך 4, עמ' 1391-1394"
1865,1864,421,קיפרוס,,190400,139200,יהודה,מדבר יהודה,א' נצר,א' נצר,רומית קדומה,,רומית קדומה,"מאה 1 לפנה""ס עד מאה 1 לסה""נ",ארכיטקטורה+ מבני ציבור,תל,מצודה,,30X35,,"כרך 4, עמ' 1391-1394"
1866,1865,421,קיפרוס,,190400,139200,יהודה,מדבר יהודה,א' נצר,א' נצר,ביזנטית,,ביזנטית,,ארכיטקטורה,תל,,20X20 מ',30X35,,"כרך 4, עמ' 1391-1394"
1867,1866,422,"קירי, תל",,161000,227000,עמק יזרעאל,עמק יזרעאל,א' בן-תור,א' בן-תור,ימי הביניים,,ימי הביניים,,ארכיטקטורה,תל,,,,,"כרך 4, עמ' 1394-1396"
1868,1867,422,"קירי, תל",,161000,227000,עמק יזרעאל,עמק יזרעאל,א' בן-תור,א' בן-תור,נאוליתית,הוגדר כתק' מעבר מהנאוליתית המאוחרת לכלקוליתית,נאוליתית,"מחצית שניה של האלף ה-5/ ראשית האלף ה-4 לפנה""ס",ארכיטקטורה,תל,כפרי,,,,"כרך 4, עמ' 1394-1396"
1869,1868,422,"קירי, תל",,161000,227000,עמק יזרעאל,עמק יזרעאל,א' בן-תור,א' בן-תור,כלקוליתית,,כלקוליתית,,קרמיקה בלבד,תל,,,,,"כרך 4, עמ' 1394-1396"
1870,1869,422,"קירי, תל",,161000,227000,עמק יזרעאל,עמק יזרעאל,א' בן-תור,א' בן-תור,"ב""ק",,"ב""ק",,קרמיקה בלבד,תל,,,,,"כרך 4, עמ' 1394-1396"
1871,1870,422,"קירי, תל",,161000,227000,עמק יזרעאל,עמק יזרעאל,א' בן-תור,א' בן-תור,"ב""ת 2",,"ב""ת 2","מאות 18-17 לפנה""ס",ארכיטקטורה,תל,כפרי,,,,"כרך 4, עמ' 1394-1396"
1872,1871,422,"קירי, תל",,161000,227000,עמק יזרעאל,עמק יזרעאל,א' בן-תור,א' בן-תור,"ב""מ",,"ב""מ",,קרמיקה בלבד,תל,,,,,"כרך 4, עמ' 1394-1396"
1873,1872,422,"קירי, תל",,161000,227000,עמק יזרעאל,עמק יזרעאל,א' בן-תור,א' בן-תור,ברזל 1,,ברזל 1,"מאות 12-11 לפנה""ס",ארכיטקטורה,תל,כפרי,0.5 ד',,,"כרך 4, עמ' 1394-1396"
1874,1873,422,"קירי, תל",,161000,227000,עמק יזרעאל,עמק יזרעאל,א' בן-תור,א' בן-תור,ברזל 2,,ברזל 2,"מאה 10 לפנה""ס",ארכיטקטורה,תל,כפרי,0.5 ד',,,"כרך 4, עמ' 1394-1396"
1875,1874,422,"קירי, תל",,161000,227000,עמק יזרעאל,עמק יזרעאל,א' בן-תור,א' בן-תור,ברזל 2,,ברזל 3,"מאה 8 לפנה""ס",ארכיטקטורה,תל,כפרי,0.5 ד',,,"כרך 4, עמ' 1394-1396"
1876,1875,422,"קירי, תל",,161000,227000,עמק יזרעאל,עמק יזרעאל,א' בן-תור,א' בן-תור,פרסית,,פרסית,,ארכיטקטורה,תל,,,,,"כרך 4, עמ' 1394-1396"
1877,1876,422,"קירי, תל",,161000,227000,עמק יזרעאל,עמק יזרעאל,א' בן-תור,א' בן-תור,הלניסטית,,הלניסטית קדומה,"מאות 3-2 לפנה""ס",ארכיטקטורה+ מבני ציבור,תל,,,,לדעת החופר מדובר במבנה ציבור,"כרך 4, עמ' 1394-1396"
1878,1877,422,"קירי, תל",,161000,227000,עמק יזרעאל,עמק יזרעאל,א' בן-תור,א' בן-תור,רומית קדומה,,רומית קדומה,"אמצע המאה ה-1 לפנה""ס עד סוף המאה ה-1 לסה""נ",ארכיטקטורה,תל,,,,,"כרך 4, עמ' 1394-1396"
1879,1878,422,"קירי, תל",,161000,227000,עמק יזרעאל,עמק יזרעאל,א' בן-תור,א' בן-תור,ביזנטית,,ביזנטית,,ארכיטקטורה,תל,,,,,"כרך 4, עמ' 1394-1396"
1880,1879,422,"קירי, תל",,161000,227000,עמק יזרעאל,עמק יזרעאל,א' בן-תור,א' בן-תור,ימי הביניים,,ימי הביניים,,קברים,תל,אתר קבורה,,,,"כרך 4, עמ' 1394-1396"
1881,1880,423,קלנדיה,,141900,169800,יהודה,הר יהודה,י' מגן,י' מגן,הלניסטית,,הלניסטית קדומה,"מאות 3-2 לפנה""ס",ארכיטקטורה,ח'ירבה,חווה,,,,"כרך 4, עמ' 1396-1399"
1882,1881,423,קלנדיה,,141900,169800,יהודה,הר יהודה,י' מגן,י' מגן,הלניסטית,,הלניסטית מאוחרת,,ארכיטקטורה,ח'ירבה,חווה,,,,"כרך 4, עמ' 1396-1399"
1883,1882,423,קלנדיה,,141900,169800,יהודה,הר יהודה,י' מגן,י' מגן,רומית קדומה,,רומית קדומה,"מאה 1 לסה""נ",ארכיטקטורה,ח'ירבה,חווה,,,,"כרך 4, עמ' 1396-1399"
1884,1883,424,"קנה, מערת",,159000,171000,שומרון,שומרון,צ' צוק,צ' צוק,נאוליתית,,נאוליתית קירמית,התרבות הירמוכית,קרמיקה+ צור,מערה,,"כ-500 מ""ר",,,"כרך 4, עמ' 1399-1402"
1885,1884,424,"קנה, מערת",,159000,171000,שומרון,שומרון,צ' צוק,צ' צוק,כלקוליתית,,כלקוליתית,,ארכיטקטורה,מערה,אתר קבורה,"כ-500 מ""ר",,,"כרך 4, עמ' 1399-1402"
1886,1885,424,"קנה, מערת",,159000,171000,שומרון,שומרון,צ' צוק,צ' צוק,"ב""ק 1",,"ב""ק 1ב'",,קרמיקה+ צור,מערה,,"כ-500 מ""ר",,,"כרך 4, עמ' 1399-1402"
1887,1886,425,"קסילה, תל",,130900,167800,מ. החוף,שרון,ע' מזר,ע' מזר,"ב""ת 2",,"ב""ת 2א'",,קרמיקה בלבד,תל,,כ-15-16 ד',"2500 מ""ר",,"כרך 4, עמ' 1402-1412"
1888,1887,425,"קסילה, תל",,130900,167800,מ. החוף,שרון,ע' מזר,ע' מזר,ברזל 1,,ברזל 1ב',"מחצית שניה של המאה ה-12 עד ראשית המאה ה-10 לפנה""ס",ארכיטקטורה+ מבני ציבור,תל,עירוני,כ-15-16 ד',"2500 מ""ר",,"כרך 4, עמ' 1402-1412"
1889,1888,425,"קסילה, תל",,130900,167800,מ. החוף,שרון,ע' מזר,ע' מזר,ברזל 2,,ברזל 2,"מאה 10 לפנה""ס",ארכיטקטורה+ מבני ציבור,תל,עירוני,כ-15-16 ד',"2500 מ""ר",,"כרך 4, עמ' 1402-1412"
1890,1889,425,"קסילה, תל",,130900,167800,מ. החוף,שרון,ע' מזר,ע' מזר,ברזל 2,,ברזל 3,"מאה 7 לפנה""ס",קרמיקה בלבד,תל,עירוני,כ-15-16 ד',"2500 מ""ר",,"כרך 4, עמ' 1402-1412"
1891,1890,425,"קסילה, תל",,130900,167800,מ. החוף,שרון,ע' מזר,ע' מזר,פרסית,,פרסית,"מאות 5-4 לפנה""ס",ארכיטקטורה+ מבני ציבור,תל,עירוני,כ-15-16 ד',"2500 מ""ר",,"כרך 4, עמ' 1402-1412"
1892,1891,425,"קסילה, תל",,130900,167800,מ. החוף,שרון,ע' מזר,ע' מזר,הלניסטית,,הלניסטית קדומה,"מאות 3-2 לפנה""ס",ארכיטקטורה,תל,,כ-15-16 ד',"2500 מ""ר","""משכבה זו נשתמרו שרידים מעטים שנמצאו פזורים לכל אורך החפירה ואינם מצטרפים לשום מבנה מוגדר""","כרך 4, עמ' 1402-1412"
1893,1892,425,"קסילה, תל",,130900,167800,מ. החוף,שרון,ע' מזר,ע' מזר,רומית קדומה,,רומית קדומה,"מאה 1 לסה""נ",ארכיטקטורה,תל,עירוני,כ-15-16 ד',"2500 מ""ר",,"כרך 4, עמ' 1402-1412"
1894,1893,425,"קסילה, תל",,130900,167800,מ. החוף,שרון,ע' מזר,ע' מזר,רומית מאוחרת,,רומית מאוחרת,"מאות 3-4 לסה""נ",ארכיטקטורה,תל,עירוני,כ-15-16 ד',"2500 מ""ר",,"כרך 4, עמ' 1402-1412"
1895,1894,425,"קסילה, תל",,130900,167800,מ. החוף,שרון,ע' מזר,ע' מזר,ביזנטית,,ביזנטית,"מאות 4-6 לסה""נ",ארכיטקטורה,תל,עירוני,כ-15-16 ד',"2500 מ""ר",,"כרך 4, עמ' 1402-1412"
1896,1895,425,"קסילה, תל",,130900,167800,מ. החוף,שרון,ע' מזר,ע' מזר,ימי הביניים,,ערבית קדומה,,ארכיטקטורה,תל,פונדק,כ-15-16 ד',"2500 מ""ר",,"כרך 4, עמ' 1402-1412"
1897,1896,425,"קסילה, תל",,130900,167800,מ. החוף,שרון,ע' מזר,ע' מזר,ימי הביניים,,ימי הביניים,צלבנית/ ממלוכית,מתקנים,תל,,כ-15-16 ד',"2500 מ""ר",,"כרך 4, עמ' 1402-1412"
1898,1897,426,"קעקיר, ג'בל",,145700,103400,יהודה,הר יהודה,"וו""ג דיור","וו""ג דיור",כלקוליתית,,כלקוליתית,,קרמיקה בלבד,מערה,,,,,"כרך 4, עמ' 1412-1414"
1899,1898,426,"קעקיר, ג'בל",,145700,103400,יהודה,הר יהודה,"וו""ג דיור","וו""ג דיור",ברונזה ביניימית,,"ב""ת 1",,ארכיטקטורה,ח'ירבה,עונתי,,,באתר נמצאו הן קברים והן ממצא קרמי וכלי צור שהעידו על מגורים עונתיים במערות שבהר. שרידי בניה נמצאו בסמוך לטומולוסים.,"כרך 4, עמ' 1412-1414"
1900,1899,427,"קפזה, מערת אל-",,,,גליל תחתון,גליל תחתון,ב' ונדרמרש,ע' בר- יוסף,פליאוליתית,,פליאוליתית תיכונה,התרבות המוסטרית,קברים,מערה,עונתי,כ-21X17 מ',,,"כרך 4, עמ' 1414-1416"
1901,1900,427,"קפזה, מערת אל-",,,,גליל תחתון,גליל תחתון,ב' ונדרמרש,ע' בר- יוסף,פליאוליתית,,פליאוליתית עליונה,,צור בלבד,מערה,,כ-21X17 מ',,,"כרך 4, עמ' 1414-1416"
1902,1901,427,"קפזה, מערת אל-",,,,גליל תחתון,גליל תחתון,ב' ונדרמרש,ע' בר- יוסף,נאוליתית,,נאוליתית,,צור בלבד,מערה,,כ-21X17 מ',,,"כרך 4, עמ' 1414-1416"
1903,1902,427,"קפזה, מערת אל-",,,,גליל תחתון,גליל תחתון,ב' ונדרמרש,ע' בר- יוסף,ביזנטית,,ביזנטית,,ארכיטקטורה,מערה,,כ-21X17 מ',,,"כרך 4, עמ' 1414-1416"
1904,1903,427,"קפזה, מערת אל-",,,,גליל תחתון,גליל תחתון,ב' ונדרמרש,ע' בר- יוסף,ימי הביניים,,ימי הביניים,,ארכיטקטורה,מערה,,כ-21X17 מ',,,"כרך 4, עמ' 1414-1416"
1905,1904,428,קצראווית,,955000,35000,חצי האי סיני,חצי האי סיני,א' אורן,א' אורן,הלניסטית,,הלניסטית,"מאה 2 לפנה""ס",מתקנים,ח'ירבה,,5 ד',,פרוור של העיר,"כרך 4, עמ' 1416-1422"
1906,1905,428,קצראווית,,955000,35000,חצי האי סיני,חצי האי סיני,א' אורן,א' אורן,רומית קדומה,,רומית קדומה,"מאה 1 לפנה""ס עד מאה 1 לסה""נ",ארכיטקטורה+ מבני ציבור,ח'ירבה,עירוני,200-300 ד',,,"כרך 4, עמ' 1416-1422"
1907,1906,428,קצראווית,,955000,35000,חצי האי סיני,חצי האי סיני,א' אורן,א' אורן,רומית מאוחרת,,רומית מאוחרת,"מאות 2-3 לסה""נ",ארכיטקטורה+ מבני ציבור,ח'ירבה,עירוני,200-300 ד',,,"כרך 4, עמ' 1416-1422"
1908,1907,428,קצראווית,,955000,35000,חצי האי סיני,חצי האי סיני,א' אורן,א' אורן,ביזנטית,,ביזנטית,"מאה 4 לסה""נ",ארכיטקטורה+ מבני ציבור,ח'ירבה,,200-300 ד',,,"כרך 4, עמ' 1416-1422"
1909,1908,429,קצרין,,216100,266100,גולן,גולן,א' קילברו,א' קילברו,"ב""ת 2",,"ב""ת 2ב'",,קרמיקה בלבד,ח'ירבה,,,"כ-1250 מ""ר",,"כרך 4, עמ' 1423-1428"
1910,1909,429,קצרין,,216100,266100,גולן,גולן,א' קילברו,א' קילברו,ברזל 2,,ברזל 2,,ארכיטקטורה,ח'ירבה,,,"כ-1250 מ""ר",,"כרך 4, עמ' 1423-1428"
1911,1910,429,קצרין,,216100,266100,גולן,גולן,א' קילברו,א' קילברו,הלניסטית,,הלניסטית קדומה,"מאות 3-2 לפנה""ס",קרמיקה בלבד,ח'ירבה,,,"כ-1250 מ""ר",,"כרך 4, עמ' 1423-1428"
1912,1911,429,קצרין,,216100,266100,גולן,גולן,א' קילברו,א' קילברו,רומית מאוחרת,,רומית מאוחרת,"מאות 2-3 לסה""נ",ארכיטקטורה,ח'ירבה,,,"כ-1250 מ""ר",,"כרך 4, עמ' 1423-1428"
1913,1912,429,קצרין,,216100,266100,גולן,גולן,א' קילברו,א' קילברו,ביזנטית,,ביזנטית,"מאות 4-6 לסה""נ",ארכיטקטורה+ מבני ציבור,ח'ירבה,,,"כ-1250 מ""ר","בי""כ","כרך 4, עמ' 1423-1428"
1914,1913,429,קצרין,,216100,266100,גולן,גולן,א' קילברו,א' קילברו,ימי הביניים,,ערבית קדומה,"מאות 7-8 לסה""נ",ארכיטקטורה+ מבני ציבור,ח'ירבה,,,"כ-1250 מ""ר","בי""כ","כרך 4, עמ' 1423-1428"
1915,1914,429,קצרין,,216100,266100,גולן,גולן,א' קילברו,א' קילברו,ימי הביניים,,ערבית מאוחרת,"ממלוכית- מאות 13-15 לסה""נ",ארכיטקטורה+ מבני ציבור,ח'ירבה,,,"כ-1250 מ""ר",מסגד,"כרך 4, עמ' 1423-1428"
1916,1915,430,"קרני חיטין, תל",,193000,245000,גליל תחתון,גליל תחתון,צ' גל,צ' גל,"ב""מ",,"ב""מ 2","מאות 14-13 לפנה""ס",ארכיטקטורה+ מבני ציבור,תל,,כ-9 ד',,,"כרך 4, עמ' 1428-1429"
1917,1916,430,"קרני חיטין, תל",,193000,245000,גליל תחתון,גליל תחתון,צ' גל,צ' גל,ברזל 1,,ברזל 1,"מאה 12 לפנה""ס",קרמיקה בלבד,תל,,כ-9 ד',,,"כרך 4, עמ' 1428-1429"
1918,1917,430,"קרני חיטין, תל",,193000,245000,גליל תחתון,גליל תחתון,צ' גל,צ' גל,ברזל 2,,ברזל 2,"מאות 9-8 לפנה""ס",ארכיטקטורה+ מבני ציבור,תל,,כ-60 ד',,,"כרך 4, עמ' 1428-1429"
1919,1918,431,"קשיון, תל",,187200,229700,עמק יזרעאל,עמק יזרעאל,כ' ארנון,ר' עמירן,נאוליתית,,נאוליתית קירמית,תרבות שער הגולן,קרמיקה+ צור,תל,,כ-60-70 ד',,"פני שטח, הוגדר ע""י החופר כנאוליתית קירמית א'","כרך 4, עמ' 1429-1431"
1920,1919,431,"קשיון, תל",,187200,229700,עמק יזרעאל,עמק יזרעאל,כ' ארנון,ר' עמירן,כלקוליתית,,כלקוליתית,,קרמיקה+ צור,תל,,כ-60-70 ד',,פני שטח,"כרך 4, עמ' 1429-1431"
1921,1920,431,"קשיון, תל",,187200,229700,עמק יזרעאל,עמק יזרעאל,כ' ארנון,ר' עמירן,"ב""ק 1",,"ב""ק 1א'",,ארכיטקטורה,תל,,כ-60-70 ד',,,"כרך 4, עמ' 1429-1431"
1922,1921,431,"קשיון, תל",,187200,229700,עמק יזרעאל,עמק יזרעאל,כ' ארנון,ר' עמירן,"ב""ק 2-3",,"ב""ק 2",,ארכיטקטורה,תל,,כ-60-70 ד',,,"כרך 4, עמ' 1429-1431"
1923,1922,431,"קשיון, תל",,187200,229700,עמק יזרעאל,עמק יזרעאל,כ' ארנון,ר' עמירן,"ב""ק 2-3",,"ב""ק 3",,ארכיטקטורה,תל,,כ-60-70 ד',,,"כרך 4, עמ' 1429-1431"
1924,1923,431,"קשיון, תל",,187200,229700,עמק יזרעאל,עמק יזרעאל,כ' ארנון,ר' עמירן,"ב""ת 2",,"ב""ת 2",,קברים,תל,אתר קבורה,כ-60-70 ד',,,"כרך 4, עמ' 1429-1431"
1925,1924,431,"קשיון, תל",,187200,229700,עמק יזרעאל,עמק יזרעאל,כ' ארנון,ר' עמירן,ברזל 1,,ברזל 1,,קברים,תל,אתר קבורה,כ-60-70 ד',,,"כרך 4, עמ' 1429-1431"
1926,1925,432,"קשיש, תל",,160000,232000,עמק יזרעאל,עמק יזרעאל,א' בן-תור,א' בן-תור,נאוליתית,,נאוליתית,,צור בלבד,תל,,כ-10 ד',,,"כרך 4, עמ' 1431-1435"
1927,1926,432,"קשיש, תל",,160000,232000,עמק יזרעאל,עמק יזרעאל,א' בן-תור,א' בן-תור,"ב""ק 1",,"ב""ק 1",,ארכיטקטורה,תל,,כ-10 ד',,,"כרך 4, עמ' 1431-1435"
1928,1927,432,"קשיש, תל",,160000,232000,עמק יזרעאל,עמק יזרעאל,א' בן-תור,א' בן-תור,"ב""ק 2-3",,"ב""ק 2",,ארכיטקטורה+ מבני ציבור,תל,עירוני,כ-10 ד',,,"כרך 4, עמ' 1431-1435"
1929,1928,432,"קשיש, תל",,160000,232000,עמק יזרעאל,עמק יזרעאל,א' בן-תור,א' בן-תור,"ב""ק 2-3",,"ב""ק 3",,ארכיטקטורה,תל,,כ-10 ד',,,"כרך 4, עמ' 1431-1435"
1930,1929,432,"קשיש, תל",,160000,232000,עמק יזרעאל,עמק יזרעאל,א' בן-תור,א' בן-תור,ברונזה ביניימית,,"ב""ת 1",,קרמיקה בלבד,תל,,כ-10 ד',,"""יתכן שלפני שלב זה התקיים במקום ישוב קדום עוד יותר מתק' הב""ת כפי שמסתבר מקטעי רצפות וקרמיקה""","כרך 4, עמ' 1431-1435"
1931,1930,432,"קשיש, תל",,160000,232000,עמק יזרעאל,עמק יזרעאל,א' בן-תור,א' בן-תור,"ב""ת 2",,"ב""ת 2ב'","תק' המעבר בין ב""ת 2א' לב""ת 2ב'",ארכיטקטורה+ מבני ציבור,תל,,כ-10 ד',,,"כרך 4, עמ' 1431-1435"
1932,1931,432,"קשיש, תל",,160000,232000,עמק יזרעאל,עמק יזרעאל,א' בן-תור,א' בן-תור,"ב""מ",,"ב""מ 1","מאה 16-15 לפנה""ס",ארכיטקטורה,תל,,כ-10 ד',,,"כרך 4, עמ' 1431-1435"
1933,1932,432,"קשיש, תל",,160000,232000,עמק יזרעאל,עמק יזרעאל,א' בן-תור,א' בן-תור,"ב""מ",,"ב""מ 2","מאה 14 לפנה""ס",ארכיטקטורה,תל,,כ-10 ד',,,"כרך 4, עמ' 1431-1435"
1934,1933,432,"קשיש, תל",,160000,232000,עמק יזרעאל,עמק יזרעאל,א' בן-תור,א' בן-תור,"ב""מ",,"ב""מ 3","מאה 13 לפנה""ס",ארכיטקטורה+ מבני ציבור,תל,,כ-10 ד',,אולי יש שרידי מגדל,"כרך 4, עמ' 1431-1435"
1935,1934,432,"קשיש, תל",,160000,232000,עמק יזרעאל,עמק יזרעאל,א' בן-תור,א' בן-תור,ברזל 1,,ברזל 1,,ארכיטקטורה,תל,חווה,כ-10 ד',,,"כרך 4, עמ' 1431-1435"
1936,1935,432,"קשיש, תל",,160000,232000,עמק יזרעאל,עמק יזרעאל,א' בן-תור,א' בן-תור,ברזל 2,,ברזל 2,,ארכיטקטורה,תל,חווה,כ-10 ד',,,"כרך 4, עמ' 1431-1435"
1937,1936,432,"קשיש, תל",,160000,232000,עמק יזרעאל,עמק יזרעאל,א' בן-תור,א' בן-תור,ברזל 2,,ברזל 3,,ארכיטקטורה,תל,חווה,כ-10 ד',,,"כרך 4, עמ' 1431-1435"
1938,1937,432,"קשיש, תל",,160000,232000,עמק יזרעאל,עמק יזרעאל,א' בן-תור,א' בן-תור,פרסית,,פרסית,,ארכיטקטורה,תל,חווה,כ-10 ד',,,"כרך 4, עמ' 1431-1435"
1939,1938,432,"קשיש, תל",,160000,232000,עמק יזרעאל,עמק יזרעאל,א' בן-תור,א' בן-תור,הלניסטית,,הלניסטית,,קרמיקה בלבד,תל,,כ-10 ד',,,"כרך 4, עמ' 1431-1435"
1940,1939,432,"קשיש, תל",,160000,232000,עמק יזרעאל,עמק יזרעאל,א' בן-תור,א' בן-תור,ימי הביניים,,ערבית קדומה,,קרמיקה בלבד,תל,,כ-10 ד',,,"כרך 4, עמ' 1431-1435"
1941,1940,433,"ראש הנקרה, תל",,161000,276000,מ. החוף הצפוני,מ. החוף הצפוני,מ' תדמור,מ' תדמור,"ב""ק 1",,"ב""ק 1",,ארכיטקטורה,תל,,,,,"כרך 4, עמ' 1436"
1942,1941,433,"ראש הנקרה, תל",,161000,276000,מ. החוף הצפוני,מ. החוף הצפוני,מ' תדמור,מ' תדמור,"ב""ק 2-3",,"ב""ק 2",,ארכיטקטורה+ מבני ציבור,תל,,,,,"כרך 4, עמ' 1436"
1943,1942,433,"ראש הנקרה, תל",,161000,276000,מ. החוף הצפוני,מ. החוף הצפוני,מ' תדמור,מ' תדמור,"ב""ק 2-3",,"ב""ק 3",,ארכיטקטורה+ מבני ציבור,תל,,,,,"כרך 4, עמ' 1436"
1944,1943,433,"ראש הנקרה, תל",,161000,276000,מ. החוף הצפוני,מ. החוף הצפוני,מ' תדמור,מ' תדמור,רומית,,רומית,,קברים,תל,,,,,"כרך 4, עמ' 1436"
1945,1944,434,"ראש זית, חורבת",,171800,253800,גליל תחתון,גליל תחתון,צ' גל,צ' גל,ברזל 1,,ברזל 1,,קרמיקה בלבד,ח'ירבה,,,,,"כרך 4, עמ' 1437-1439"
1946,1945,434,"ראש זית, חורבת",,171800,253800,גליל תחתון,גליל תחתון,צ' גל,צ' גל,ברזל 2,,ברזל 2א',"מאה 10 עד אמצע המאה ה-9 לפנה""ס",ארכיטקטורה+ מבני ציבור,ח'ירבה,מצודה,25X25 מ',,,"כרך 4, עמ' 1437-1439"
1947,1946,434,"ראש זית, חורבת",,171800,253800,גליל תחתון,גליל תחתון,צ' גל,צ' גל,ברזל 2,,ברזל 2ב',"מאה 8 לפנה""ס",ארכיטקטורה,ח'ירבה,כפרי,,,,"כרך 4, עמ' 1437-1439"
1948,1947,434,"ראש זית, חורבת",,171800,253800,גליל תחתון,גליל תחתון,צ' גל,צ' גל,ביזנטית,,ביזנטית,,קרמיקה בלבד,ח'ירבה,,,,,"כרך 4, עמ' 1437-1439"
1949,1948,435,"רבה, ואדי",,,,מ. החוף,שרון,י' קפלן,י' קפלן,נאוליתית,,נאוליתית קירמית,תרבויות יריחו 9 והשלב הירמוכי,קרמיקה בלבד,ח'ירבה,,,,,"כרך 4, עמ' 1439-1440"
1950,1949,435,"רבה, ואדי",,,,מ. החוף,שרון,י' קפלן,י' קפלן,כלקוליתית,,כלקוליתית,"השלב הע'סולי ושלב""ואדי רבה""",ארכיטקטורה,ח'ירבה,,,,,"כרך 4, עמ' 1439-1440"
1951,1950,436,"רבוד, ח'רבת",,151500,93300,יהודה,הר יהודה,מ' כוכבי,מ' כוכבי,"ב""ק 1",,"ב""ק 1",,קברים,תל,,60 ד',,,"כרך 4, עמ' 1440"
1952,1951,436,"רבוד, ח'רבת",,151500,93300,יהודה,הר יהודה,מ' כוכבי,מ' כוכבי,ברונזה ביניימית,,"ב""ת 1",,קברים,תל,,60 ד',,,"כרך 4, עמ' 1440"
1953,1952,436,"רבוד, ח'רבת",,151500,93300,יהודה,הר יהודה,מ' כוכבי,מ' כוכבי,"ב""מ",,"ב""מ 2א'","מאה 14 לפנה""ס",ארכיטקטורה+ מבני ציבור,תל,עירוני,60 ד',,,"כרך 4, עמ' 1440"
1954,1953,436,"רבוד, ח'רבת",,151500,93300,יהודה,הר יהודה,מ' כוכבי,מ' כוכבי,"ב""מ",,"ב""מ 2ב'","מאה 13 לפנה""ס",ארכיטקטורה+ מבני ציבור,תל,עירוני,60 ד',,,"כרך 4, עמ' 1440"
1955,1954,436,"רבוד, ח'רבת",,151500,93300,יהודה,הר יהודה,מ' כוכבי,מ' כוכבי,ברזל 1,,ברזל 1,"מאה 12 לפנה""ס",ארכיטקטורה,תל,,,,"משתמע מ: ""נמצאה שכבת ישוב מתק' ההתנחלות""","כרך 4, עמ' 1440"
1956,1955,436,"רבוד, ח'רבת",,151500,93300,יהודה,הר יהודה,מ' כוכבי,מ' כוכבי,ברזל 2,,ברזל 2א',"מאה 10 לפנה""ס",מתקנים,תל,,,,בור מים חצוב וקברים,"כרך 4, עמ' 1440"
1957,1956,436,"רבוד, ח'רבת",,151500,93300,יהודה,הר יהודה,מ' כוכבי,מ' כוכבי,ברזל 2,,ברזל 2ב',"מאה 9 עד שנת 701 לפנה""ס",ארכיטקטורה+ מבני ציבור,תל,עירוני,50 ד',,,"כרך 4, עמ' 1440"
1958,1957,436,"רבוד, ח'רבת",,151500,93300,יהודה,הר יהודה,מ' כוכבי,מ' כוכבי,ברזל 2,,ברזל 3,"מאה 7 עד שנת 586 לפנה""ס",ארכיטקטורה+ מבני ציבור,תל,עירוני,57 ד',,,"כרך 4, עמ' 1440"
1959,1958,436,"רבוד, ח'רבת",,151500,93300,יהודה,הר יהודה,מ' כוכבי,מ' כוכבי,פרסית,,פרסית,,ארכיטקטורה,תל,,,,,"כרך 4, עמ' 1440"
